,text_entry,label,tokenized_text
1455,veracel preparing appeal issue asked court clarification judgement,0,"[3499, 2880, 4792, 287, 2613, 1221, 1, 4192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1456,would like see changed nokia next attempt,0,"[73, 915, 899, 1874, 39, 286, 2607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1457,completed 120meter watchtower highest building ireland,0,"[233, 1, 1, 3058, 79, 2047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1458,viking pay eur 130 million new ship completed january 2008,0,"[793, 643, 2, 1484, 8, 18, 895, 233, 156, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1459,basware connectivity services companies gain visibility audit trail traced order goods delivery invoice,0,"[209, 1453, 27, 50, 925, 1676, 1, 1, 1, 71, 772, 389, 919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1460,designed patricia burt one selection distinctive hooked rugs created recycled materials dyed natural dyes,0,"[876, 3951, 1, 77, 1720, 4519, 1, 1, 1857, 1742, 427, 1, 581, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1461,warmly welcome,0,"[2230, 1131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1462,approval shareholders cencorp accordance finnish law,0,"[830, 238, 701, 1033, 6, 1798, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1463,tikkurila interesting growth strategy support,0,"[484, 1416, 127, 251, 322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1464,assa abloy kaupthing bank gave neutral recommendation share price target 174 crowns 247 19 euro swedish lock maker assa abloy ab,0,"[4776, 4851, 1090, 47, 924, 4027, 1380, 25, 105, 296, 1, 2558, 4970, 306, 32, 199, 1, 97, 4776, 4851, 394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1465,ruukki experience logistics construction competence project management also best references terms steel frame production installation says onodi stefan general manager arxikon construction company srl ruukki customer,1,"[216, 562, 449, 58, 2131, 92, 82, 26, 740, 1, 337, 152, 1832, 44, 689, 201, 1, 3667, 268, 468, 1, 58, 3, 2290, 216, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1466,investment matkavekka reasonable investors capman funds,0,"[61, 1, 1, 522, 260, 525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1467,part eseries business promise nokia e50 equipped variety email solutions small stylised package said dave grannan general manager enterprise solutions nokia,0,"[81, 1, 19, 2871, 39, 4495, 1442, 1498, 873, 55, 602, 1, 3969, 4, 1, 1, 268, 468, 818, 55, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1468,defences mature attackers develop trojans equipped content filters detect online banking activity capturing account details using methods form grabbing screen shots video captures keylogging injection form fields,0,"[1, 4078, 1, 778, 1, 1442, 475, 2498, 1, 423, 829, 1029, 1, 1656, 506, 443, 2959, 816, 1, 2810, 1, 571, 1, 1, 4235, 816, 2087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1469,warmly welcome michael frei outotec,1,"[2230, 1131, 2957, 1, 492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1470,nokia interested bring nokia market,0,"[39, 1291, 827, 39, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1471,aim understand different traffic patterns based use building,0,"[481, 2240, 505, 336, 2906, 139, 145, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1472,approach much use raw materials produced line principles sustainable development,0,"[1328, 912, 145, 577, 427, 852, 132, 1, 1055, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1473,vaalipalveluservice especially developed use communities organizations,0,"[1, 929, 226, 145, 3228, 1277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1474,rapala excited partnering rbff industry leaders holiday promotion,0,"[465, 3133, 1, 3853, 83, 1797, 3053, 3880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1475,small well targeted acquisitions played important role executing satama strategy past couple years,0,"[602, 62, 1691, 885, 3920, 771, 1264, 1, 1161, 251, 1171, 2122, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1476,social networking locationbased service trends comprise significant share internet traffic today appealing mid users,0,"[801, 1397, 1, 56, 3551, 1630, 237, 25, 363, 336, 35, 1, 1780, 627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1477,acquisition sampo bank makes strategic sense db says lindsey liddell director fitch ratings financial institutions group,1,"[129, 380, 47, 583, 464, 2803, 4555, 201, 1, 1, 225, 4361, 1979, 42, 1292, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1478,bond gathered subscriptions 400 investors issued amount considered substantial taking account main target group retail investors citycon cfo eero sihvonen said,0,"[881, 1, 1056, 2652, 522, 408, 370, 2570, 1697, 1361, 1656, 428, 296, 12, 253, 522, 1111, 1638, 2101, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479,chf great product,1,"[4637, 1603, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1480,flex small price pay happy lenders,0,"[1, 602, 105, 643, 1822, 2995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1481,industry coming interesting fork road handset manufacturers wireless carriers attempt serve portal webbased service wireless handset wrote,0,"[83, 1459, 1416, 4349, 1162, 557, 987, 708, 1876, 2607, 849, 2891, 3464, 56, 708, 557, 2219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1482,intel atom processor tremendous success marketplace since launch 2 years ago said pankaj kedia director global ecosystem programs intel corp ultra mobility group,1,"[1810, 4772, 2874, 1, 2283, 2970, 252, 450, 133, 176, 537, 4, 1, 1, 225, 117, 1, 1543, 1810, 227, 2241, 1399, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1483,tom doring long successful career drives business knows american market,0,"[1, 4510, 495, 1696, 2587, 1102, 19, 4169, 1026, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1484,significant experience smartphone functionality development mobile internet services uniting two smooth user experience,1,"[237, 562, 1370, 1607, 78, 41, 363, 27, 1, 84, 1, 1251, 562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1485,new version important us introduce bim process based detailed building information model,0,"[18, 1922, 771, 69, 1809, 2598, 222, 139, 2547, 79, 144, 913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1486,1830 dinner conference program also viewed live audio webcast internet pages,0,"[1, 1, 1017, 284, 26, 1677, 1187, 2166, 1345, 363, 2375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1487,3g data subscribers also helping maintain growth levels since dataonly subscriptions push multiple sim ownership,0,"[1036, 124, 1943, 26, 2471, 2976, 127, 916, 252, 1, 1056, 3868, 2014, 1, 979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1488,6 october 2010 finnish paints coatings company tikkurila oyj hel tik1v announced today launch tikkurila prohouse method protection wooden surfaces via treatment ultra pro waterborne products,0,"[159, 146, 24, 6, 1275, 1231, 3, 484, 22, 51, 2737, 113, 35, 450, 484, 3885, 728, 1542, 1916, 2278, 335, 796, 2241, 1751, 2698, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1489,cut bring outdoors birchbranch coasters,0,"[532, 827, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1490,downloadable instruction sheet instructional video project ideas awardwinning everywhere punch tm window system found,0,"[1, 1, 1262, 1, 571, 92, 4258, 4760, 1, 1, 1255, 2223, 121, 1093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1491,new kveyt light variety suomalainen pekoni marketed atria brand name available consumers finland,1,"[18, 1, 1189, 1498, 1, 1, 1, 535, 437, 727, 234, 507, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1492,plumbing business announced sponsoring professional darts player,0,"[1756, 19, 113, 3676, 1750, 1, 975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1493,realignment interests sector clearly way,1,"[1, 4226, 195, 1634, 625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1494,le coq special developed bicentenary company trade mark brewer said,0,"[1411, 1860, 892, 226, 1, 3, 295, 1784, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1495,estimations indicate even 170 different tablet computers reading devices available 2011,0,"[1, 3038, 1214, 2202, 505, 3618, 2129, 2852, 388, 234, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1496,finnish construction company yit corporation planning build 200 highquality holiday homes near tahko ski spa resort finland,1,"[6, 58, 3, 264, 46, 547, 619, 745, 1296, 3053, 1594, 763, 1, 1953, 3687, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1497,piloting instrument developed according experiences gained,0,"[1, 3030, 226, 49, 2094, 4331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1498,lifted veil various types customer designs phones result social stereotyping taken fine art,0,"[2034, 1, 747, 1500, 269, 1104, 518, 86, 801, 1, 960, 1095, 1651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1499,another noticeable thing search tata airtel brands mostly related broadband connections,0,"[623, 2932, 2739, 2313, 3603, 1, 534, 2395, 297, 620, 2127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1500,overall effect abovementioned measures glaston recognize nonrecurring expenses eur 12 million fourth quarter 2008,0,"[909, 658, 1, 362, 499, 2341, 404, 1308, 2, 168, 8, 341, 23, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1501,aspo also investigated sales opportunities kaukomarkkinat electronics business,0,"[368, 26, 1, 7, 1555, 2041, 180, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1502,press conference lattelecom board chairman nils melngailis explained blackstone chosen experience sector well financial strength,1,"[327, 1017, 3007, 75, 347, 1, 1, 2093, 4719, 1323, 562, 195, 62, 42, 1946, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1503,beginning subscription period may 2 2006 share subscription price b option right eur 1022 per share,0,"[662, 540, 20, 137, 133, 31, 25, 540, 105, 742, 241, 715, 2, 1, 45, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1504,back tikkurila former owner finnish chemicals company kemira oyj hel kra1v distributed 86 stake kemira shareholders facilitate divestment listing tikkurila,0,"[785, 484, 1302, 609, 6, 1021, 3, 384, 22, 51, 4163, 2107, 1898, 149, 384, 238, 1, 1316, 4109, 484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1505,based negotiations personnel 20 indicated willingness move new location,0,"[139, 196, 254, 111, 2457, 1, 551, 18, 863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1506,bg crane strong customer base onroad load handling related installation service businesses,0,"[2599, 1858, 377, 269, 479, 1, 1577, 288, 297, 689, 56, 593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1507,mr walden mr ignatius responsible also newspapers business result,0,"[311, 1, 311, 1, 636, 26, 1561, 19, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1508,capitex kalmar continue responsible maintenance technical development services,0,"[1, 1413, 270, 636, 314, 749, 78, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1509,cathay forest strategy develop sustainable regenerative forest assets,0,"[1, 364, 251, 778, 1055, 1, 364, 664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1510,changes asbuilt models design communicated subcontractors accommodate steel grc glass reinforced concrete fabrication process,0,"[700, 4780, 1182, 160, 3229, 2761, 4848, 152, 4304, 500, 1, 2572, 4388, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1511,chargers manufactured new platform suitable mobile phones navigators digital cameras bluetooth head sets media players electronic devices,0,"[1873, 1785, 18, 579, 1695, 41, 518, 1, 529, 3263, 1, 472, 3741, 103, 1274, 564, 388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1512,com constantly planning new ways serve customers online comprehensive basis says matti leminen president anttila oy,1,"[4609, 4587, 547, 18, 3468, 849, 66, 423, 1322, 942, 201, 1280, 1, 202, 3324, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1513,currently yit builds housing estate zapadnye vorota 26000 square metres city house 9910 square metres completed end 2009,0,"[280, 264, 2154, 1198, 317, 1, 1, 1, 576, 859, 366, 691, 1, 576, 859, 233, 104, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1514,customers wide range industries use stainless steel services worldwide,0,"[66, 1130, 273, 690, 145, 848, 152, 27, 746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1515,delivery start immediately june 2008 completed 2008,0,"[389, 185, 1815, 277, 16, 233, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1516,demonstrations broad capabilities mobility business suite organized 3gsm world congress barcelona february 12th 15th,0,"[4542, 2156, 1879, 1399, 19, 1942, 2919, 1, 161, 3224, 1, 205, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1517,option right entitles holder subscribe one new share subscription price eur0 045 subscription period ends 31 december 2013,0,"[241, 715, 1, 3055, 2759, 77, 18, 25, 540, 105, 141, 2683, 540, 20, 1, 372, 346, 2196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1518,elisa expand use technology provided pilot proves successful,0,"[503, 431, 145, 52, 490, 1759, 3874, 1696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1519,elite residence tower new development tameer located heart dubai marina,0,"[1, 1, 1931, 18, 78, 1, 584, 4285, 4500, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1520,europe needs 17 new large paper machines,0,"[213, 985, 320, 18, 451, 87, 651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1521,exel wants serve industrial customers individual products,0,"[1309, 1495, 849, 192, 66, 2055, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1522,finnish bank pohjola bank plc hel poh1s said today issue eur 40 million usd 512 indexlinked bond pohjola tutkimuksen tahdet viii2010 pohjola research stars viii2010 october 27 2010,0,"[6, 47, 546, 47, 102, 51, 2364, 4, 35, 287, 2, 249, 8, 112, 4899, 1, 881, 546, 1, 1, 3491, 546, 381, 3672, 3491, 146, 281, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1523,finnish diversified holding company aspo oyj said september 8 2008 sell finnish tape business kaukomarkkinat unit local oy telpak ab,0,"[6, 3175, 471, 3, 368, 22, 4, 130, 183, 16, 215, 6, 3606, 19, 2041, 76, 224, 70, 1, 394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1524,finnish retailer stockmann approval board swedish rival lindex public tender offer aim expanding companies presence russia cee countries stockmann said monday,1,"[6, 1163, 398, 830, 75, 199, 1733, 2033, 489, 1688, 266, 481, 1613, 50, 853, 85, 1, 138, 398, 4, 647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1525,finnish software hardware developer elektrobit oyj hel ebg1v eb said today temporarily lay 200 people maximum 90 day finland aiming achieve cost savings eur 17 million usd 2m second half 2010,-1,"[6, 101, 1597, 412, 2100, 22, 51, 4489, 1010, 4, 35, 843, 990, 745, 122, 520, 949, 390, 11, 1, 1655, 331, 379, 2, 320, 8, 112, 4956, 91, 151, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1526,following impact altima hit utility pole causing live electric line fall onto roadway,0,"[279, 813, 3331, 999, 1347, 1, 1, 1187, 3160, 132, 870, 2923, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1527,merisatama far corners world asfaltti osakeyhtiâ lemminkñinen established 1910 group master builders helsinki specialist business subcontractor,0,"[1, 1004, 1, 161, 1, 1, 1794, 528, 1, 12, 2023, 3269, 33, 1514, 19, 2762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1528,fsecure developer security solutions service internet service providers mobile operators announced results annual online wellbeing survey,0,"[815, 412, 283, 55, 56, 363, 56, 1167, 41, 448, 113, 325, 120, 423, 1, 2277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1529,concrete cooperation also carried various projects doctoral theses diploma dissertations,0,"[2572, 257, 26, 661, 747, 221, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1530,furthermore company sell warehouse office buildings loudeac saint marcel lease new joint premises operations morvillars,0,"[1606, 3, 215, 1047, 177, 1646, 2028, 1728, 2025, 1410, 18, 407, 1168, 36, 2016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1531,handelsbanken ranked local cooperative banks aktia customer loyalty time however,1,"[2473, 1, 224, 1861, 741, 1119, 269, 1, 188, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
